Index,Variant,region,Location code,ISO3,Type,Year,total_pop_january,total_pop_july,male_pop_july,female_pop_july,pop_density_july,sex_ratio_july,age_median_july,life_expectancy_birth,male_life_expectancy_birth,female_life_expectancy_birth,infant_mortality_rate_per_thou,under_5_deaths
5315,Estimates,Tunisia,788,TUN,Country/Area,2006,  10 300,  10 346,  5 192,  5 154,66.6,100.7,26.1,73.9,71.6,76.4,17.6,4
5316,Estimates,Tunisia,788,TUN,Country/Area,2007,  10 393,  10 442,  5 235,  5 207,67.2,100.5,26.6,74,71.7,76.5,17,4
5317,Estimates,Tunisia,788,TUN,Country/Area,2008,  10 491,  10 543,  5 279,  5 263,67.8,100.3,27,74.2,71.8,76.7,16.5,4
5318,Estimates,Tunisia,788,TUN,Country/Area,2009,  10 595,  10 651,  5 328,  5 323,68.5,100.1,27.4,74.3,72,76.8,16.2,4
5319,Estimates,Tunisia,788,TUN,Country/Area,2010,  10 707,  10 766,  5 380,  5 386,69.3,99.9,27.8,74.4,72.1,76.9,15.9,4
5320,Estimates,Tunisia,788,TUN,Country/Area,2011,  10 825,  10 886,  5 435,  5 451,70,99.7,28.2,74.5,72.1,77,15.7,4
5321,Estimates,Tunisia,788,TUN,Country/Area,2012,  10 947,  11 010,  5 491,  5 519,70.8,99.5,28.5,74.6,72.2,77.1,15.4,4
5322,Estimates,Tunisia,788,TUN,Country/Area,2013,  11 073,  11 141,  5 551,  5 590,71.7,99.3,28.8,74.7,72.3,77.2,15.1,4
5323,Estimates,Tunisia,788,TUN,Country/Area,2014,  11 210,  11 274,  5 612,  5 662,72.5,99.1,29.1,74.8,72.4,77.3,14.8,4
5324,Estimates,Tunisia,788,TUN,Country/Area,2015,  11 338,  11 402,  5 672,  5 730,73.4,99,29.4,74.9,72.4,77.4,14.5,4
5325,Estimates,Tunisia,788,TUN,Country/Area,2016,  11 466,  11 529,  5 730,  5 798,74.2,98.8,29.7,75,72.5,77.6,14,4
5326,Estimates,Tunisia,788,TUN,Country/Area,2017,  11 591,  11 650,  5 787,  5 864,75,98.7,30.1,75.2,72.7,77.8,13.4,3
5327,Estimates,Tunisia,788,TUN,Country/Area,2018,  11 710,  11 766,  5 840,  5 926,75.7,98.6,30.4,75.4,72.8,78,12.7,3
5328,Estimates,Tunisia,788,TUN,Country/Area,2019,  11 821,  11 875,  5 890,  5 985,76.4,98.4,30.8,75.6,73,78.3,11.9,3
5329,Estimates,Tunisia,788,TUN,Country/Area,2020,  11 929,  11 974,  5 935,  6 039,77,98.3,31.1,75,72.4,77.7,11.1,3
5330,Estimates,Tunisia,788,TUN,Country/Area,2021,  12 019,  12 049,  5 967,  6 082,77.5,98.1,31.4,72.9,70.2,75.8,10.4,2
5331,Estimates,Tunisia,788,TUN,Country/Area,2022,  12 078,  12 119,  5 997,  6 122,78,98,31.7,76.1,73.5,78.7,9.6,2
5332,Estimates,Tunisia,788,TUN,Country/Area,2023,  12 161,  12 200,  6 033,  6 167,78.5,97.8,32.1,76.5,73.9,79.1,9,2
5333,Estimates,Western Sahara,732,ESH,Country/Area,1950,12,13,6,7,0,94.8,18.3,34.9,33.4,36.5,221.9,0
5334,Estimates,Western Sahara,732,ESH,Country/Area,1951,14,14,7,7,0.1,95.3,19.3,35.3,33.8,36.9,218.9,0
5335,Estimates,Western Sahara,732,ESH,Country/Area,1952,15,16,8,8,0.1,95.7,20.1,35.7,34.1,37.2,216,0
5336,Estimates,Western Sahara,732,ESH,Country/Area,1953,16,17,8,9,0.1,96.1,20.7,36,34.5,37.6,213.1,0
5337,Estimates,Western Sahara,732,ESH,Country/Area,1954,18,19,9,9,0.1,96.4,21.2,36.4,34.9,38,210.2,0
5338,Estimates,Western Sahara,732,ESH,Country/Area,1955,19,20,10,10,0.1,96.7,21.6,36.8,35.2,38.4,207.2,0
5339,Estimates,Western Sahara,732,ESH,Country/Area,1956,21,22,11,11,0.1,96.9,21.9,37.2,35.6,38.8,204.3,0
5340,Estimates,Western Sahara,732,ESH,Country/Area,1957,23,24,12,12,0.1,97.1,22.2,37.6,36,39.2,201.3,0
5341,Estimates,Western Sahara,732,ESH,Country/Area,1958,25,26,13,13,0.1,97.2,22.4,37.9,36.4,39.6,198.5,0
5342,Estimates,Western Sahara,732,ESH,Country/Area,1959,27,28,14,14,0.1,97.4,22.5,38.3,36.8,40,195.6,0
5343,Estimates,Western Sahara,732,ESH,Country/Area,1960,29,30,15,15,0.1,97.6,22.6,38.7,37.2,40.3,192.8,0
5344,Estimates,Western Sahara,732,ESH,Country/Area,1961,31,33,16,17,0.1,97.7,22.6,39.1,37.5,40.7,190,0
5345,Estimates,Western Sahara,732,ESH,Country/Area,1962,34,35,17,18,0.1,97.8,22.6,39.5,37.9,41.1,187.1,1
5346,Estimates,Western Sahara,732,ESH,Country/Area,1963,37,38,19,19,0.1,97.9,22.6,39.8,38.3,41.4,184.3,1
5347,Estimates,Western Sahara,732,ESH,Country/Area,1964,39,41,20,21,0.2,98,22.5,40.2,38.7,41.8,181.6,1
5348,Estimates,Western Sahara,732,ESH,Country/Area,1965,42,44,22,22,0.2,98.1,22.4,40.6,39.1,42.2,179,1
5349,Estimates,Western Sahara,732,ESH,Country/Area,1966,45,47,23,23,0.2,98.2,22.3,41,39.5,42.5,176.4,1
5350,Estimates,Western Sahara,732,ESH,Country/Area,1967,48,51,25,26,0.2,98.3,22.3,41.3,39.9,42.9,173.7,1
5351,Estimates,Western Sahara,732,ESH,Country/Area,1968,53,56,28,28,0.2,98.5,22.5,41.8,40.3,43.4,171,1
5352,Estimates,Western Sahara,732,ESH,Country/Area,1969,59,62,31,31,0.2,98.6,22.6,42.2,40.7,43.8,168,1
5353,Estimates,Western Sahara,732,ESH,Country/Area,1970,65,72,39,32,0.3,121.3,20.3,42.7,41.2,44.3,165,1
5354,Estimates,Western Sahara,732,ESH,Country/Area,1971,79,79,46,33,0.3,139.9,18.1,42.9,41.7,44.8,162.2,1
5355,Estimates,Western Sahara,732,ESH,Country/Area,1972,79,78,45,34,0.3,131.9,17.4,43.5,42.2,45.4,158.1,1
5356,Estimates,Western Sahara,732,ESH,Country/Area,1973,78,78,43,35,0.3,124.7,16.8,44.2,42.8,46,154.2,1
5357,Estimates,Western Sahara,732,ESH,Country/Area,1974,77,76,42,35,0.3,120.8,16.6,45,43.6,46.7,149.9,1
5358,Estimates,Western Sahara,732,ESH,Country/Area,1975,76,67,36,31,0.3,119,16.7,36,30.5,46.4,145.2,1
5359,Estimates,Western Sahara,732,ESH,Country/Area,1976,58,64,35,30,0.2,116.2,16.5,36.3,30.5,47.1,140.4,0
5360,Estimates,Western Sahara,732,ESH,Country/Area,1977,71,77,41,36,0.3,113.3,17.7,38.3,32.6,48.1,135.5,1
5361,Estimates,Western Sahara,732,ESH,Country/Area,1978,84,91,48,43,0.3,110,19.5,40.4,34.9,49.1,130.7,1
5362,Estimates,Western Sahara,732,ESH,Country/Area,1979,98,105,54,51,0.4,107.1,20.6,37.5,30.9,49.5,126,1
5363,Estimates,Western Sahara,732,ESH,Country/Area,1980,112,117,60,57,0.4,104.7,21.2,39.4,32.7,50.5,121.1,1
5364,Estimates,Western Sahara,732,ESH,Country/Area,1981,123,127,64,62,0.5,103.1,21.3,44.2,38.6,51.8,116.5,1
5365,Estimates,Western Sahara,732,ESH,Country/Area,1982,131,134,68,67,0.5,102.1,21.3,45.2,39.6,52.7,111.8,1
5366,Estimates,Western Sahara,732,ESH,Country/Area,1983,138,141,71,70,0.5,101.2,21.2,46.1,40.5,53.6,107.2,1
5367,Estimates,Western Sahara,732,ESH,Country/Area,1984,143,146,73,73,0.5,100.4,20.9,46.9,41.2,54.4,102.9,1
5368,Estimates,Western Sahara,732,ESH,Country/Area,1985,149,152,76,76,0.6,99.6,20.6,47.8,42,55.3,98.7,1
5369,Estimates,Western Sahara,732,ESH,Country/Area,1986,155,157,78,79,0.6,99,20.2,48.5,42.7,56,94.6,1
5370,Estimates,Western Sahara,732,ESH,Country/Area,1987,160,163,81,82,0.6,98.4,19.8,48.8,42.7,56.7,91,1
5371,Estimates,Western Sahara,732,ESH,Country/Area,1988,166,168,83,85,0.6,97.9,19.4,52.1,47.3,57.7,87.5,1
5372,Estimates,Western Sahara,732,ESH,Country/Area,1989,171,174,86,88,0.7,97.6,19.1,51.4,45.9,58.2,84.4,1
5373,Estimates,Western Sahara,732,ESH,Country/Area,1990,177,180,89,91,0.7,97.4,18.9,57.7,56.1,59.4,81.5,1
5374,Estimates,Western Sahara,732,ESH,Country/Area,1991,182,185,92,94,0.7,97.6,18.7,58.2,56.6,59.9,78.9,1
5375,Estimates,Western Sahara,732,ESH,Country/Area,1992,188,191,94,97,0.7,97.7,18.6,58.7,57.1,60.4,76.5,1
5376,Estimates,Western Sahara,732,ESH,Country/Area,1993,194,196,97,99,0.7,97.7,18.5,59.2,57.6,60.9,74.1,1
5377,Estimates,Western Sahara,732,ESH,Country/Area,1994,199,202,100,102,0.8,98,18.4,59.7,58.1,61.5,71.8,1
5378,Estimates,Western Sahara,732,ESH,Country/Area,1995,205,210,105,105,0.8,99.2,18.7,60.2,58.6,61.9,69.5,1
5379,Estimates,Western Sahara,732,ESH,Country/Area,1996,215,221,111,110,0.8,101.3,19.4,60.7,59.1,62.4,67.3,1
5380,Estimates,Western Sahara,732,ESH,Country/Area,1997,228,234,119,115,0.9,103.4,20.1,61.2,59.6,63,65,1
5381,Estimates,Western Sahara,732,ESH,Country/Area,1998,240,246,126,120,0.9,105.3,20.7,61.7,60.1,63.5,62.8,1
5382,Estimates,Western Sahara,732,ESH,Country/Area,1999,253,259,134,125,1,107.1,21.2,62.2,60.6,64,60.4,1
5383,Estimates,Western Sahara,732,ESH,Country/Area,2000,265,272,142,130,1,108.7,21.8,62.7,61.1,64.5,58.1,1
5384,Estimates,Western Sahara,732,ESH,Country/Area,2001,279,285,150,136,1.1,110.2,22.3,63.2,61.6,65,56,1
5385,Estimates,Western Sahara,732,ESH,Country/Area,2002,292,298,157,141,1.1,111.6,22.8,63.7,62.1,65.6,53.7,0
5386,Estimates,Western Sahara,732,ESH,Country/Area,2003,305,312,165,146,1.2,112.8,23.4,64.2,62.6,66.1,51.6,0
5387,Estimates,Western Sahara,732,ESH,Country/Area,2004,318,325,173,152,1.2,114,23.9,64.7,63.1,66.6,49.4,0
5388,Estimates,Western Sahara,732,ESH,Country/Area,2005,332,339,181,157,1.3,115.1,24.4,65.2,63.6,67.1,47.4,0
5389,Estimates,Western Sahara,732,ESH,Country/Area,2006,345,353,189,163,1.3,116.1,25,65.7,64.1,67.5,45.5,0
5390,Estimates,Western Sahara,732,ESH,Country/Area,2007,360,367,198,169,1.4,117,25.5,66.1,64.5,68,43.6,0
5391,Estimates,Western Sahara,732,ESH,Country/Area,2008,374,381,206,175,1.4,117.8,26,66.6,65,68.5,41.8,0
5392,Estimates,Western Sahara,732,ESH,Country/Area,2009,388,395,214,181,1.5,118.6,26.4,67.1,65.5,68.9,39.8,0
5393,Estimates,Western Sahara,732,ESH,Country/Area,2010,402,410,223,187,1.5,119.3,26.9,67.5,65.9,69.3,38,0
5394,Estimates,Western Sahara,732,ESH,Country/Area,2011,417,425,232,193,1.6,120,27.4,67.9,66.3,69.7,36.4,0
5395,Estimates,Western Sahara,732,ESH,Country/Area,2012,433,441,241,200,1.7,120.8,27.8,68.2,66.7,70.1,35,0
5396,Estimates,Western Sahara,732,ESH,Country/Area,2013,449,457,251,207,1.7,121.5,28.2,68.6,67,70.5,33.5,0
5397,Estimates,Western Sahara,732,ESH,Country/Area,2014,466,473,260,213,1.8,122,28.6,69,67.3,70.9,32.2,0
5398,Estimates,Western Sahara,732,ESH,Country/Area,2015,479,486,267,219,1.8,122.3,29,69.3,67.6,71.3,31,0
5399,Estimates,Western Sahara,732,ESH,Country/Area,2016,493,500,275,225,1.9,122.5,29.4,69.6,68,71.6,29.8,0
5400,Estimates,Western Sahara,732,ESH,Country/Area,2017,506,513,283,230,1.9,122.8,29.8,69.9,68.3,71.9,28.8,0
5401,Estimates,Western Sahara,732,ESH,Country/Area,2018,519,526,290,236,2,122.9,30.2,70.1,68.5,72.1,27.8,0
5402,Estimates,Western Sahara,732,ESH,Country/Area,2019,532,538,297,241,2,123.1,30.6,70.4,68.8,72.3,27,0
5403,Estimates,Western Sahara,732,ESH,Country/Area,2020,545,549,303,246,2.1,123.1,30.9,70.6,69,72.6,26.2,0
5404,Estimates,Western Sahara,732,ESH,Country/Area,2021,554,559,308,251,2.1,123,31.3,70.9,69.3,72.9,25.3,0
5405,Estimates,Western Sahara,732,ESH,Country/Area,2022,563,569,314,255,2.1,122.9,31.7,71.1,69.5,73.2,24.5,0
5406,Estimates,Western Sahara,732,ESH,Country/Area,2023,574,580,320,260,2.2,122.9,32,71.4,69.7,73.5,23.8,0
5407,Estimates,Southern Africa,913,,Subregion,1950,  14 671,  14 818,  7 594,  7 224,5.6,105.1,19.1,43.2,42.1,44.4,139.3,142
5408,Estimates,Southern Africa,913,,Subregion,1951,  14 965,  15 122,  7 743,  7 379,5.7,104.9,19,44.1,42.9,45.4,135.4,138
5409,Estimates,Southern Africa,913,,Subregion,1952,  15 279,  15 443,  7 901,  7 543,5.8,104.7,18.9,45,43.8,46.4,131.7,135
5410,Estimates,Southern Africa,913,,Subregion,1953,  15 608,  15 777,  8 065,  7 712,5.9,104.6,18.7,46,44.7,47.4,127.8,132
5411,Estimates,Southern Africa,913,,Subregion,1954,  15 946,  16 126,  8 237,  7 889,6.1,104.4,18.6,47,45.6,48.5,123.7,129
5412,Estimates,Southern Africa,913,,Subregion,1955,  16 305,  16 494,  8 418,  8 075,6.2,104.2,18.4,48,46.5,49.6,119.6,126
5413,Estimates,Southern Africa,913,,Subregion,1956,  16 683,  16 881,  8 609,  8 272,6.4,104.1,18.3,49,47.4,50.7,115.5,123
5414,Estimates,Southern Africa,913,,Subregion,1957,  17 079,  17 288,  8 808,  8 480,6.5,103.9,18.1,49.9,48.2,51.7,111.5,120
5415,Estimates,Southern Africa,913,,Subregion,1958,  17 497,  17 710,  9 015,  8 695,6.7,103.7,18,50.8,49.1,52.7,108,117
5416,Estimates,Southern Africa,913,,Subregion,1959,  17 923,  18 153,  9 232,  8 921,6.8,103.5,17.9,51.5,49.7,53.5,104.9,115
5417,Estimates,Southern Africa,913,,Subregion,1960,  18 383,  18 630,  9 463,  9 166,7,103.2,17.8,52.2,50.3,54.2,102.4,114
5418,Estimates,Southern Africa,913,,Subregion,1961,  18 876,  19 151,  9 713,  9 438,7.2,102.9,17.7,52.6,50.7,54.8,100.3,114
5419,Estimates,Southern Africa,913,,Subregion,1962,  19 426,  19 718,  9 982,  9 736,7.4,102.5,17.7,53.1,51.2,55.2,98.6,114
5420,Estimates,Southern Africa,913,,Subregion,1963,  20 009,  20 312,  10 264,  10 049,7.6,102.1,17.6,53.5,51.5,55.6,97.2,115
5421,Estimates,Southern Africa,913,,Subregion,1964,  20 616,  20 930,  10 557,  10 373,7.9,101.8,17.6,53.8,51.8,55.9,96,117
5422,Estimates,Southern Africa,913,,Subregion,1965,  21 245,  21 567,  10 859,  10 708,8.1,101.4,17.6,54,52,56.2,94.8,118
5423,Estimates,Southern Africa,913,,Subregion,1966,  21 889,  22 226,  11 170,  11 056,8.4,101,17.6,54.3,52.3,56.5,93.7,121
5424,Estimates,Southern Africa,913,,Subregion,1967,  22 563,  22 914,  11 498,  11 417,8.6,100.7,17.6,54.6,52.5,56.8,92.6,123
5425,Estimates,Southern Africa,913,,Subregion,1968,  23 265,  23 624,  11 839,  11 785,8.9,100.5,17.6,54.8,52.7,57.2,91.4,124
5426,Estimates,Southern Africa,913,,Subregion,1969,  23 983,  24 351,  12 190,  12 161,9.2,100.2,17.5,55.1,52.9,57.5,90.1,126
5427,Estimates,Southern Africa,913,,Subregion,1970,  24 719,  25 089,  12 548,  12 541,9.4,100.1,17.5,55.4,53.1,57.8,88.7,127
5428,Estimates,Southern Africa,913,,Subregion,1971,  25 459,  25 833,  12 921,  12 911,9.7,100.1,17.5,55.8,53.5,58.2,87.2,127
5429,Estimates,Southern Africa,913,,Subregion,1972,  26 206,  26 596,  13 319,  13 277,10,100.3,17.5,56.1,53.9,58.5,85.6,127
5430,Estimates,Southern Africa,913,,Subregion,1973,  26 986,  27 387,  13 733,  13 654,10.3,100.6,17.6,56.5,54.3,58.9,83.9,127
5431,Estimates,Southern Africa,913,,Subregion,1974,  27 789,  28 194,  14 155,  14 039,10.6,100.8,17.6,56.9,54.7,59.3,82.1,125
5432,Estimates,Southern Africa,913,,Subregion,1975,  28 600,  29 014,  14 583,  14 431,10.9,101.1,17.7,57.4,55.2,59.7,80.2,124
5433,Estimates,Southern Africa,913,,Subregion,1976,  29 428,  29 837,  15 009,  14 828,11.2,101.2,17.7,57.8,55.5,60.3,78.1,122
5434,Estimates,Southern Africa,913,,Subregion,1977,  30 246,  30 680,  15 448,  15 232,11.5,101.4,17.8,58.3,55.9,60.9,75.9,119
5435,Estimates,Southern Africa,913,,Subregion,1978,  31 113,  31 552,  15 909,  15 643,11.9,101.7,17.9,58.8,56.4,61.5,73.6,116
5436,Estimates,Southern Africa,913,,Subregion,1979,  31 990,  32 442,  16 378,  16 065,12.2,101.9,18,59.3,56.8,62,71.1,114
5437,Estimates,Southern Africa,913,,Subregion,1980,  32 894,  33 441,  16 886,  16 555,12.6,102,18.1,59.7,57.1,62.7,68.6,112
5438,Estimates,Southern Africa,913,,Subregion,1981,  33 988,  34 568,  17 446,  17 122,13,101.9,18.3,60.2,57.5,63.2,66,110
5439,Estimates,Southern Africa,913,,Subregion,1982,  35 149,  35 763,  18 041,  17 722,13.5,101.8,18.4,60.7,58,63.8,63.4,109
5440,Estimates,Southern Africa,913,,Subregion,1983,  36 377,  37 016,  18 665,  18 351,13.9,101.7,18.6,61.2,58.3,64.2,61,108
5441,Estimates,Southern Africa,913,,Subregion,1984,  37 655,  38 302,  19 305,  18 998,14.4,101.6,18.8,61.6,58.7,64.8,58.5,106
5442,Estimates,Southern Africa,913,,Subregion,1985,  38 949,  39 592,  19 959,  19 632,14.9,101.7,19,62,58.9,65.3,56.3,103
5443,Estimates,Southern Africa,913,,Subregion,1986,  40 234,  40 873,  20 624,  20 249,15.4,101.9,19.1,62.2,59,65.7,54.2,101
5444,Estimates,Southern Africa,913,,Subregion,1987,  41 512,  42 160,  21 293,  20 868,15.9,102,19.2,62.5,59.2,66,52.5,100
5445,Estimates,Southern Africa,913,,Subregion,1988,  42 808,  43 465,  21 972,  21 494,16.3,102.2,19.4,62.6,59.2,66.4,50.8,96
5446,Estimates,Southern Africa,913,,Subregion,1989,  44 122,  44 801,  22 664,  22 137,16.9,102.4,19.6,62.7,59.3,66.5,49.5,93
5447,Estimates,Southern Africa,913,,Subregion,1990,  45 480,  46 103,  23 339,  22 765,17.3,102.5,19.8,62.6,59.2,66.5,48.5,90
5448,Estimates,Southern Africa,913,,Subregion,1991,  46 727,  47 196,  23 884,  23 312,17.8,102.5,20,62.6,59.1,66.5,47.7,87
5449,Estimates,Southern Africa,913,,Subregion,1992,  47 665,  48 102,  24 203,  23 899,18.1,101.3,20,62.4,59,66.3,47.4,86
5450,Estimates,Southern Africa,913,,Subregion,1993,  48 538,  49 099,  24 879,  24 220,18.5,102.7,20.4,62.1,58.7,65.9,47.5,86
5451,Estimates,Southern Africa,913,,Subregion,1994,  49 660,  49 919,  25 151,  24 768,18.8,101.5,20.4,61.5,58.3,65.2,47.9,83
5452,Estimates,Southern Africa,913,,Subregion,1995,  50 179,  50 564,  24 874,  25 691,19,96.8,20,60.9,57.7,64.4,48.6,87
5453,Estimates,Southern Africa,913,,Subregion,1996,  50 950,  51 267,  24 752,  26 515,19.3,93.4,19.8,60.3,57.1,63.6,49.6,88
5454,Estimates,Southern Africa,913,,Subregion,1997,  51 585,  51 923,  24 759,  27 163,19.5,91.2,19.7,59.7,56.5,62.7,50.8,89
5455,Estimates,Southern Africa,913,,Subregion,1998,  52 260,  52 581,  25 072,  27 510,19.8,91.1,20,59,55.9,61.9,52.1,90
5456,Estimates,Southern Africa,913,,Subregion,1999,  52 902,  53 183,  25 355,  27 828,20,91.1,20.2,58.2,55.2,61,53.4,91
5457,Estimates,Southern Africa,913,,Subregion,2000,  53 463,  53 701,  25 594,  28 107,20.2,91.1,20.4,57.3,54.5,59.9,49.1,90
5458,Estimates,Southern Africa,913,,Subregion,2001,  53 939,  54 188,  25 826,  28 362,20.4,91.1,20.7,56.1,53.6,58.4,50.5,93
5459,Estimates,Southern Africa,913,,Subregion,2002,  54 437,  54 708,  26 095,  28 614,20.6,91.2,20.9,54.7,52.4,56.8,54.4,97
5460,Estimates,Southern Africa,913,,Subregion,2003,  54 979,  55 245,  26 384,  28 862,20.8,91.4,21.2,53.5,51.3,55.5,55.7,101
5461,Estimates,Southern Africa,913,,Subregion,2004,  55 511,  55 785,  26 677,  29 108,21,91.6,21.5,53.3,51.2,55.1,53.5,102
5462,Estimates,Southern Africa,913,,Subregion,2005,  56 059,  56 329,  26 974,  29 355,21.2,91.9,21.7,53.2,51.4,54.9,53.8,103
5463,Estimates,Southern Africa,913,,Subregion,2006,  56 599,  56 894,  27 281,  29 613,21.4,92.1,22,53.6,51.6,55.3,51.6,100
5464,Estimates,Southern Africa,913,,Subregion,2007,  57 190,  57 502,  27 607,  29 895,21.6,92.3,22.3,54.3,52.1,56.3,50.1,98
5465,Estimates,Southern Africa,913,,Subregion,2008,  57 815,  58 176,  27 965,  30 212,21.9,92.6,22.6,55.3,52.9,57.5,47.2,97
5466,Estimates,Southern Africa,913,,Subregion,2009,  58 538,  58 883,  28 337,  30 546,22.1,92.8,22.9,56.7,54.1,58.9,42.1,84
5467,Estimates,Southern Africa,913,,Subregion,2010,  59 228,  59 595,  28 713,  30 882,22.4,93,23.2,58.1,55.4,60.4,38.1,78
5468,Estimates,Southern Africa,913,,Subregion,2011,  59 962,  60 347,  29 110,  31 237,22.7,93.2,23.5,59.7,56.8,62.2,32,64
5469,Estimates,Southern Africa,913,,Subregion,2012,  60 732,  61 244,  29 577,  31 667,23,93.4,23.8,60.8,57.8,63.5,30.9,64
5470,Estimates,Southern Africa,913,,Subregion,2013,  61 756,  62 258,  30 101,  32 157,23.4,93.6,24.2,61.5,58.5,64.3,32.4,64
5471,Estimates,Southern Africa,913,,Subregion,2014,  62 761,  63 295,  30 652,  32 643,23.8,93.9,24.5,62.4,59.2,65.3,31.7,64
5472,Estimates,Southern Africa,913,,Subregion,2015,  63 830,  64 549,  31 355,  33 193,24.3,94.5,24.8,63.3,60.1,66.2,30.6,60
5473,Estimates,Southern Africa,913,,Subregion,2016,  65 267,  65 213,  31 674,  33 540,24.5,94.4,25.1,64,60.7,67.1,28.9,55
5474,Estimates,Southern Africa,913,,Subregion,2017,  65 160,  65 724,  31 868,  33 856,24.7,94.1,25.4,64.7,61.3,67.8,26.8,51
5475,Estimates,Southern Africa,913,,Subregion,2018,  66 288,  66 842,  32 436,  34 406,25.1,94.3,25.8,65.1,61.7,68.2,28.6,53
5476,Estimates,Southern Africa,913,,Subregion,2019,  67 396,  67 960,  33 000,  34 960,25.6,94.4,26.2,65.5,62.2,68.6,29.8,55
5477,Estimates,Southern Africa,913,,Subregion,2020,  68 523,  69 085,  33 565,  35 520,26,94.5,26.5,64.7,61.7,67.5,24.6,46
5478,Estimates,Southern Africa,913,,Subregion,2021,  69 648,  70 183,  34 117,  36 066,26.4,94.6,26.8,61.7,58.9,64.5,29.2,55
5479,Estimates,Southern Africa,913,,Subregion,2022,  70 718,  71 213,  34 646,  36 567,26.8,94.7,27.1,65.2,61.6,68.7,31.2,60
5480,Estimates,Southern Africa,913,,Subregion,2023,  71 708,  72 198,  35 164,  37 033,27.2,95,27.4,66,62.5,69.4,29.2,56
5481,Estimates,Botswana,72,BWA,Country/Area,1950,409,414,200,213,0.7,94,17.9,46.2,44.2,48,125.4,4
5482,Estimates,Botswana,72,BWA,Country/Area,1951,419,424,205,218,0.7,94,17.9,46.6,44.6,48.4,123.5,4
5483,Estimates,Botswana,72,BWA,Country/Area,1952,429,434,210,223,0.8,94.1,17.8,47,45.1,48.9,121.6,4
5484,Estimates,Botswana,72,BWA,Country/Area,1953,439,444,215,229,0.8,94.1,17.8,47.5,45.6,49.3,119.6,4
5485,Estimates,Botswana,72,BWA,Country/Area,1954,449,454,220,234,0.8,94,17.7,48,46,49.8,117.6,4
5486,Estimates,Botswana,72,BWA,Country/Area,1955,459,464,225,239,0.8,93.8,17.6,48.5,46.5,50.3,115.4,4
5487,Estimates,Botswana,72,BWA,Country/Area,1956,469,474,229,245,0.8,93.6,17.5,49,47.1,50.8,113.1,4
5488,Estimates,Botswana,72,BWA,Country/Area,1957,479,484,234,250,0.9,93.4,17.3,49.5,47.6,51.4,110.7,4
5489,Estimates,Botswana,72,BWA,Country/Area,1958,489,494,238,256,0.9,93.1,17.2,50.1,48.1,51.9,108.2,4
5490,Estimates,Botswana,72,BWA,Country/Area,1959,499,505,243,262,0.9,92.8,16.9,50.7,48.7,52.5,105.7,4
5491,Estimates,Botswana,72,BWA,Country/Area,1960,510,516,248,268,0.9,92.6,16.7,51.2,49.2,53.1,103.3,4
5492,Estimates,Botswana,72,BWA,Country/Area,1961,522,528,254,274,0.9,92.5,16.4,51.8,49.7,53.7,100.9,4
5493,Estimates,Botswana,72,BWA,Country/Area,1962,534,540,259,281,1,92.3,16.1,52.3,50.2,54.2,98.6,4
5494,Estimates,Botswana,72,BWA,Country/Area,1963,546,553,265,288,1,92.2,15.8,52.8,50.7,54.8,96.4,4
5495,Estimates,Botswana,72,BWA,Country/Area,1964,560,566,271,295,1,92.1,15.4,53.4,51.2,55.4,94.3,4
5496,Estimates,Botswana,72,BWA,Country/Area,1965,573,575,274,300,1,91.4,15.2,53.9,51.6,55.9,92.3,4
5497,Estimates,Botswana,72,BWA,Country/Area,1966,576,578,274,304,1,90.2,15,54.4,52,56.5,90.2,4
5498,Estimates,Botswana,72,BWA,Country/Area,1967,579,581,273,308,1,88.9,14.8,54.9,52.5,57,88.1,4
5499,Estimates,Botswana,72,BWA,Country/Area,1968,582,584,273,311,1,87.7,14.6,55.4,52.9,57.6,85.9,3
5500,Estimates,Botswana,72,BWA,Country/Area,1969,585,587,272,315,1,86.4,14.5,55.9,53.4,58.1,83.6,3
5501,Estimates,Botswana,72,BWA,Country/Area,1970,589,590,272,319,1,85.2,14.4,56.4,53.9,58.6,81.2,3
5502,Estimates,Botswana,72,BWA,Country/Area,1971,592,600,275,325,1.1,84.8,14.3,57.1,54.5,59.2,78.7,3
5503,Estimates,Botswana,72,BWA,Country/Area,1972,609,622,287,336,1.1,85.5,14.4,57.7,55.1,59.9,76,3
5504,Estimates,Botswana,72,BWA,Country/Area,1973,636,652,303,349,1.2,86.7,14.6,58.3,55.7,60.5,73.1,3
5505,Estimates,Botswana,72,BWA,Country/Area,1974,669,685,321,365,1.2,87.9,14.8,58.9,56.3,61.2,70.2,3
5506,Estimates,Botswana,72,BWA,Country/Area,1975,702,720,340,381,1.3,89.1,14.9,59.5,57,61.8,67.1,3
5507,Estimates,Botswana,72,BWA,Country/Area,1976,739,759,360,398,1.3,90.4,15.1,60.2,57.6,62.6,64,3
5508,Estimates,Botswana,72,BWA,Country/Area,1977,778,800,382,417,1.4,91.5,15.3,60.9,58.3,63.3,60.9,3
5509,Estimates,Botswana,72,BWA,Country/Area,1978,821,849,409,440,1.5,93,15.5,61.5,58.9,63.9,57.8,3
5510,Estimates,Botswana,72,BWA,Country/Area,1979,878,902,438,464,1.6,94.4,15.8,62,59.4,64.5,54.8,3
5511,Estimates,Botswana,72,BWA,Country/Area,1980,926,937,456,481,1.7,94.8,15.8,62.5,59.9,65.1,51.9,3
